3.9458	1.8948	27.6544	5.2324
4.0469	1.9162	29.7928	5.3168
4.1586	1.9368	32.264	5.3922
4.2835	1.9601	35.1115	5.4702
4.4137	1.9864	38.2796	5.5247
4.543	2.0144	41.6706	5.57
4.6696	2.0397	45.3004	5.6047
4.7914	2.0604	49.188	5.6188
4.9175	2.0779	53.3337	5.6177
5.0546	2.0943	57.6345	5.593
5.1954	2.1111	61.9699	5.5586
5.3322	2.1295	66.2938	5.5523
5.4665	2.1492	70.5064	5.5884
5.5977	2.1665	74.4228	5.6365
5.72	2.1775	77.9119	5.6712
5.8341	2.1886	80.9067	5.7418
5.9436	2.2039	83.4271	5.8556
6.0447	2.2185	85.2693	5.9573
6.1363	2.23	86.3197	6.025
6.2192	2.2438	86.839	6.0985
6.2902	2.2547	86.979	6.1666
6.3494	2.2598	86.6665	6.2074
6.3977	2.2651	85.8649	6.248
6.4377	2.2716	84.6779	6.2725
6.4721	2.2775	83.3188	6.2844
6.5006	2.2803	81.8435	6.2799
6.5184	2.2817	80.1081	6.2669
6.5217	2.2808	78.1212	6.2618
6.5124	2.2774	76.059	6.2484
6.5016	2.2718	74.0101	6.2113
6.4909	2.266	71.9537	6.1801
6.4729	2.2639	69.8128	6.1847
6.447	2.2616	67.6868	6.185
6.416	2.2546	65.624	6.1394
6.3846	2.246	63.6575	6.1037
6.3541	2.2372	61.7619	6.0941
6.3216	2.2273	59.9401	6.0838
6.2863	2.2166	58.2697	6.0582
6.2507	2.2063	56.7546	6.0239
6.2189	2.2008	55.3769	6.0183
6.1896	2.1994	54.1933	6.0271
6.1676	2.1963	53.2095	6.0127
6.1584	2.1907	52.3987	6.0086
6.1574	2.185	51.772	6.0258
6.1613	2.1811	51.2417	6.0503
6.1639	2.1817	50.6725	6.0766
6.1642	2.1851	50.1173	6.0751
6.1694	2.1897	49.6698	6.057
6.1819	2.1974	49.3016	6.0551
6.2015	2.2081	48.9714	6.061
6.2222	2.2168	48.6653	6.0516
6.2431	2.222	48.3723	6.0358
6.271	2.2253	48.0283	6.0145
6.304	2.2332	47.673	6.0369
6.3364	2.2452	47.3731	6.0848
6.3687	2.2542	47.1046	6.1166
