7.8104	1.7653	77.8854	4.3145
7.8676	1.7749	81.2793	4.3837
7.9209	1.7852	84.5906	4.4657
7.9695	1.8	87.7443	4.5672
8.0185	1.8105	90.7244	4.6729
8.0658	1.8157	93.4894	4.764
8.1061	1.8205	95.9949	4.8636
8.1428	1.8252	98.2465	4.9894
8.1767	1.8279	100.2438	5.124
8.2061	1.83	102.1219	5.2503
8.2384	1.8325	104.029	5.3999
8.2724	1.8369	105.967	5.5728
8.3026	1.8437	108.0059	5.7368
8.331	1.852	110.467	5.8739
8.3624	1.861	113.49	5.9979
8.3999	1.8695	116.9	6.1198
8.4414	1.8805	120.7108	6.2364
8.4867	1.8949	125.0345	6.3443
8.5359	1.908	129.6404	6.4482
8.5846	1.9193	134.2668	6.5197
8.6322	1.9302	138.7242	6.5488
8.6814	1.9395	142.7152	6.5467
8.7318	1.945	146.0099	6.5053
8.7805	1.9494	148.2992	6.4427
8.8247	1.9539	149.2487	6.3678
8.8624	1.958	148.7406	6.2447
8.8935	1.9642	146.9024	6.1009
8.9172	1.9724	143.9699	5.9633
8.9345	1.9796	140.0709	5.8345
8.9522	1.9869	135.3543	5.7334
8.972	1.9915	130.1214	5.6417
8.9877	1.993	124.7774	5.5521
8.9966	1.995	119.5374	5.5036
9.0032	1.9989	114.6099	5.5085
9.0098	2.0032	110.1504	5.5667
9.018	2.0074	106.3215	5.6639
9.0301	2.0151	103.2151	5.7697
9.046	2.0252	100.8319	5.8833
9.0653	2.0316	99.2697	5.9998
9.0906	2.0343	98.5741	6.1212
9.1211	2.035	98.6061	6.2353
9.1508	2.0357	99.1627	6.3359
9.1773	2.0384	100.0898	6.4369
9.2013	2.0432	101.3197	6.5346
9.2265	2.0491	102.7084	6.607
9.2582	2.0558	104.2423	6.6688
9.2899	2.0607	105.8452	6.7158
9.3131	2.0617	107.2904	6.7358
9.3312	2.0633	108.4493	6.7272
9.346	2.0691	109.3319	6.7106
9.3546	2.0761	110.07	6.7037
9.3624	2.0821	110.806	6.69
9.3707	2.0917	111.5946	6.6894
9.3765	2.1039	112.4787	6.6813
9.3839	2.1167	113.7951	6.6566
9.394	2.1318	115.8242	6.6429
9.4043	2.1452	118.6552	6.6251
9.4156	2.1537	122.3401	6.6011
9.4315	2.1656	126.9725	6.6202
9.4552	2.1822	132.711	6.6803
9.4858	2.2	139.5333	6.7543
9.5196	2.2186	147.206	6.8457
9.5537	2.2352	155.7976	6.9441
9.5884	2.2481	165.2525	7.0414
9.6246	2.2583	175.1323	7.1526
9.663	2.2675	185.1593	7.2919
9.7014	2.2756	195.3543	7.4406
9.7354	2.2845	205.5678	7.5776
9.765	2.2961	215.3492	7.7093
9.7892	2.3081	224.3889	7.8423
9.8058	2.3154	232.7686	7.951
9.8191	2.3208	240.3436	7.9917
9.8277	2.3268	246.8999	7.9815
9.8269	2.3328	252.2462	7.96
9.8187	2.3373	256.4103	7.9111
9.8	2.3389	259.44	7.8073
9.7713	2.342	261.2702	7.7189
9.7383	2.3531	262.0113	7.6836
9.7017	2.3694	261.5853	7.6903
9.6596	2.3846	259.9227	7.7263
9.613	2.3987	257.3076	7.8076
9.5563	2.4155	253.6994	7.9553
9.4893	2.4339	249.0585	8.138
9.4213	2.4509	243.7187	8.333
9.3554	2.4676	237.7901	8.5489
9.2859	2.4827	231.3674	8.7714
9.2112	2.4929	224.3935	8.9964
9.1381	2.5034	216.8775	9.2162
9.0656	2.5145	208.8867	9.4054
8.9891	2.5211	200.4748	9.5606
8.9127	2.5242	191.6933	9.6655
8.8348	2.5257	182.8121	9.6773
8.7558	2.5263	173.7707	9.6048
8.6784	2.5255	164.6607	9.475
8.6043	2.5197	155.6709	9.2836
8.5362	2.5096	146.9775	9.0195
8.471	2.5006	138.6295	8.7067
8.4067	2.496	130.7146	8.377
8.348	2.4944	123.3258	8.0441
8.2951	2.4948	116.5304	7.7227
8.2459	2.4958	110.4887	7.4179
8.1996	2.4932	105.2356	7.112
8.157	2.491	100.8437	6.8455
8.1194	2.4956	97.1895	6.6607
8.0865	2.5068	94.1441	6.5247
8.0571	2.5209	91.7083	6.4159
8.0355	2.5407	89.8477	6.3459
8.0197	2.5635	88.4519	6.3035
8.0019	2.59	87.5279	6.3082
7.9829	2.6214	86.8872	6.3727
7.9663	2.6525	86.5022	6.445
7.9526	2.6806	86.0859	6.5229
7.9418	2.7088	85.6359	6.6166
7.933	2.7402	85.171	6.7228
7.9217	2.7711	84.6772	6.8447
7.9109	2.7997	84.0958	6.976
7.9047	2.8274	83.28	7.1091
7.9024	2.8528	82.3886	7.2394
7.9001	2.8748	81.2395	7.3611
7.8991	2.8975	79.8862	7.5111
7.9018	2.9224	78.3052	7.709
7.9132	2.9485	76.6591	7.9092
7.9318	2.9736	75.0232	8.1161
7.9505	2.9975	73.21	8.3655
7.9715	3.0194	71.2952	8.6555
7.9991	3.0422	69.5264	8.9462
8.0342	3.0664	67.9645	9.208
8.0763	3.088	66.6223	9.4348
8.1262	3.1066	65.4382	9.622
8.1822	3.1277	64.368	9.7594
8.2428	3.15	63.4654	9.8443
8.3055	3.1712	62.8282	9.8945
8.3683	3.1915	62.6203	9.9101
8.4354	3.209	62.7918	9.8908
8.5101	3.2235	63.327	9.8452
8.5925	3.2369	64.0898	9.7737
8.6821	3.2496	65.0581	9.7035
8.7766	3.262	66.2574	9.6617
8.8724	3.2764	67.6525	9.682
8.9709	3.2955	69.2799	9.7528
9.0815	3.316	71.1136	9.8442
9.2015	3.3372	73.1393	10.014
9.3258	3.364	75.3343	10.2786
9.4565	3.3997	77.6475	10.6234
9.595	3.4411	80.163	11.0634
9.741	3.4852	82.8782	11.6108
9.8965	3.5304	85.6211	12.2227
10.0658	3.5792	88.3729	12.9132
10.2499	3.636	91.2979	13.7166
10.4452	3.703	94.3602	14.6228
10.6502	3.7817	97.4329	15.6007
10.8671	3.8721	100.5574	16.6761
11.0969	3.9777	103.7622	17.9054
11.344	4.0978	107.0655	19.2731
11.6094	4.2362	110.4713	20.8026
11.8852	4.3979	113.9788	22.5284
12.1686	4.5888	117.5631	24.4777
12.4648	4.8154	121.0818	26.6732
12.7764	5.0827	124.5075	29.1892
13.0993	5.4006	127.8491	32.1218
13.4353	5.7837	131	35.5825
13.7819	6.2404	133.9007	39.6589
14.1268	6.7789	136.3648	44.5247
14.4721	7.4183	138.4592	50.4849
14.8202	8.1774	140.3088	57.6776
15.1611	9.0739	141.8166	66.3489
15.4892	10.1265	142.8653	76.8862
15.8027	11.3556	143.4917	89.4751
16.0966	12.7805	143.7843	104.4375
16.3617	14.4175	143.7746	121.9832
16.5883	16.2845	143.2882	142.4306
16.7721	18.4079	142.2721	165.9083
16.9145	20.8084	140.9831	192.4481
17.0086	23.4958	139.4539	221.9149
17.0451	26.4661	137.504	254.0993
17.0197	29.7077	135.1035	289.259
16.9341	33.2056	132.2418	327.4785
16.7838	36.9262	128.8227	368.9378
16.5613	40.8303	124.7702	414.6726
16.2678	44.8505	120.1371	465.3496
15.9102	48.9011	114.9325	522.2044
15.4961	52.8852	109.1923	586.4821
15.0245	56.6861	102.9171	658.5975
14.4954	60.1767	96.1103	738.5557
13.9142	63.2167	88.9456	824.1855
13.2858	65.672	81.4675	910.588
12.6205	67.4356	73.8356	992.1503
11.9307	68.4072	66.2474	1060.2351
11.2261	68.5216	58.8105	1107.0246
10.5089	67.7424	51.65	1124.4224
9.7877	66.0723	44.9811	1107.7738
9.0699	63.5807	38.8228	1056.53
8.369	60.3582	33.2003	973.4095
7.6934	56.5413	28.1779	866.0263
