0.9995	0.1503	0.2398	0.02201
0.9921	0.1498	0.2285	0.02126
0.984	0.1493	0.2206	0.02058
0.9763	0.1487	0.2155	0.01995
0.9694	0.1479	0.2133	0.01932
0.9636	0.1472	0.214	0.01869
0.9594	0.1466	0.2159	0.01813
0.9565	0.1461	0.217	0.01766
0.953	0.1456	0.2188	0.01727
0.9479	0.1454	0.2226	0.017
0.942	0.1454	0.2275	0.01687
0.9375	0.1452	0.2317	0.01675
0.9326	0.1449	0.2337	0.01661
0.925	0.1448	0.2328	0.01655
0.9155	0.1447	0.2308	0.01665
0.9056	0.1447	0.2275	0.01687
0.8958	0.1448	0.2241	0.01713
0.8861	0.1449	0.2191	0.01746
0.8769	0.1453	0.2119	0.01788
0.8685	0.1455	0.2034	0.01845
0.8612	0.1461	0.1955	0.01927
0.8548	0.1469	0.189	0.0202
0.8503	0.1476	0.1824	0.02115
0.8487	0.1486	0.1744	0.02217
0.8493	0.1497	0.1646	0.02335
0.8495	0.1509	0.1566	0.02456
0.8484	0.1524	0.1516	0.02569
0.8482	0.1542	0.1475	0.02684
0.8502	0.1563	0.1444	0.02802
0.8511	0.1585	0.1441	0.02924
0.8525	0.1607	0.1455	0.03042
0.857	0.1629	0.1476	0.03158
0.8644	0.1654	0.1506	0.0327
0.8733	0.1679	0.156	0.03373
0.8821	0.1703	0.1648	0.03471
0.8885	0.1725	0.1762	0.03554
0.894	0.1746	0.1893	0.03617
0.9012	0.1767	0.203	0.03683
0.9075	0.1787	0.2167	0.03754
0.9125	0.1806	0.2272	0.03814
0.9165	0.1825	0.2304	0.03874
0.9174	0.1844	0.2259	0.03933
0.9146	0.1862	0.2148	0.03991
0.9106	0.1879	0.1987	0.04046
0.9068	0.1895	0.1792	0.04094
0.9035	0.1914	0.1572	0.04148
0.9014	0.1934	0.1347	0.04207
0.9002	0.1954	0.1146	0.04259
0.8981	0.1975	0.09843	0.04307
0.8955	0.1995	0.08595	0.0436
0.8941	0.2014	0.07671	0.04403
0.8952	0.2035	0.07027	0.04435
0.8989	0.206	0.06628	0.04461
0.9034	0.2085	0.06381	0.04477
0.9078	0.2109	0.06212	0.04491
0.9129	0.2133	0.06085	0.04497
0.9187	0.2155	0.0594	0.04499
0.9255	0.2178	0.05854	0.04505
0.9319	0.22	0.05856	0.04506
0.9367	0.2221	0.05835	0.04511
0.9402	0.2242	0.05748	0.04522
0.9456	0.2263	0.05749	0.0453
0.9534	0.2284	0.05886	0.04543
0.9607	0.2307	0.06065	0.04568
0.9675	0.2333	0.06213	0.04598
0.9731	0.2357	0.06374	0.04633
0.9775	0.2381	0.066	0.0468
0.9829	0.2406	0.06935	0.04738
0.9901	0.243	0.07369	0.04798
0.9977	0.2456	0.07886	0.04846
1.0053	0.2483	0.08484	0.04875
1.0128	0.2507	0.09126	0.04905
1.0207	0.2531	0.09773	0.04946
1.0302	0.2557	0.1048	0.05003
1.0415	0.2585	0.1133	0.05069
1.0538	0.2613	0.1236	0.05124
1.0647	0.2641	0.1357	0.05169
1.0758	0.2667	0.149	0.05211
1.0889	0.2691	0.1632	0.05252
1.1031	0.2716	0.178	0.05305
1.116	0.2744	0.1943	0.05366
1.127	0.2768	0.2099	0.05417
1.1375	0.2789	0.2247	0.05461
1.1472	0.2808	0.2399	0.05509
1.1538	0.2826	0.2523	0.05563
1.1561	0.2843	0.2599	0.05612
1.1533	0.2861	0.2601	0.0567
1.1466	0.2878	0.2551	0.05725
1.1355	0.2892	0.2453	0.05769
1.1212	0.2904	0.2312	0.05799
1.1055	0.2916	0.2137	0.05814
1.0883	0.2924	0.1958	0.0582
1.0702	0.293	0.1805	0.05823
1.0529	0.2934	0.1673	0.05801
1.0358	0.2936	0.1559	0.05744
1.0185	0.2933	0.147	0.05669
1.0022	0.293	0.1408	0.05605
0.9887	0.2929	0.1363	0.05535
0.9785	0.2929	0.1314	0.05434
0.9715	0.293	0.1261	0.05328
0.9676	0.293	0.1205	0.05224
0.9654	0.2933	0.1143	0.05122
0.9646	0.2937	0.1077	0.05021
0.9667	0.2944	0.1012	0.04928
0.9731	0.2951	0.09503	0.04843
0.9824	0.2958	0.08989	0.04767
0.9943	0.2966	0.08703	0.0469
1.0109	0.2976	0.08748	0.04608
1.031	0.2987	0.09114	0.04532
1.052	0.2998	0.09841	0.04473
1.0741	0.301	0.1095	0.04416
1.0968	0.3024	0.1249	0.04346
1.1178	0.3041	0.1444	0.04272
1.1357	0.3057	0.1663	0.04208
1.1518	0.3074	0.1898	0.04156
1.1667	0.3095	0.2147	0.04105
1.1805	0.312	0.2424	0.04058
1.1936	0.3147	0.2734	0.04013
1.2062	0.3177	0.3049	0.03958
1.218	0.3208	0.336	0.039
1.2295	0.3239	0.3677	0.03852
1.2394	0.3272	0.3959	0.03812
1.2463	0.3308	0.4173	0.0377
1.2535	0.3342	0.4332	0.0373
1.2584	0.3373	0.4409	0.03697
1.2597	0.3404	0.4441	0.03663
1.2566	0.3433	0.4417	0.03619
1.2495	0.3457	0.431	0.03568
1.2395	0.3481	0.412	0.03531
1.2268	0.3508	0.3851	0.03516
1.2134	0.3538	0.3589	0.03494
1.1984	0.357	0.3331	0.0346
1.1822	0.3604	0.3092	0.0343
1.1675	0.3637	0.2866	0.03409
1.1524	0.3669	0.2604	0.03376
1.1381	0.3703	0.234	0.03337
1.1265	0.3734	0.2106	0.03305
1.1153	0.3764	0.1889	0.03265
1.1026	0.3794	0.169	0.0322
1.0906	0.3823	0.1508	0.03177
1.0819	0.3852	0.1327	0.03135
1.075	0.3879	0.1161	0.03087
1.0701	0.3901	0.1018	0.03036
1.0683	0.3922	0.0893	0.02991
1.0689	0.3944	0.08011	0.0295
1.0717	0.3967	0.07467	0.02913
1.0766	0.3989	0.07384	0.0289
1.0831	0.401	0.0795	0.02875
1.0903	0.403	0.09189	0.02859
1.0983	0.4047	0.1107	0.02835
1.1082	0.4063	0.1368	0.02815
1.1201	0.408	0.1708	0.02794
1.133	0.4099	0.2116	0.0277
1.1451	0.4117	0.2554	0.02744
1.1551	0.4132	0.2966	0.02722
1.1621	0.415	0.3346	0.02715
1.1683	0.4172	0.3698	0.0272
1.1752	0.4197	0.4004	0.02739
1.1826	0.4224	0.4232	0.02772
1.1915	0.4261	0.4379	0.02812
1.2024	0.4307	0.4443	0.02857
1.2153	0.436	0.4446	0.02918
1.2308	0.4424	0.4458	0.02993
1.2494	0.4505	0.4483	0.03095
1.2718	0.4604	0.4517	0.03223
1.2969	0.4721	0.4561	0.03363
1.3233	0.486	0.4608	0.03531
1.3508	0.5029	0.4679	0.0375
1.3804	0.5231	0.4741	0.04043
1.4123	0.5472	0.4763	0.04441
1.4456	0.5756	0.4764	0.04961
1.4809	0.6079	0.4754	0.05584
1.5177	0.6446	0.4717	0.06331
1.5562	0.6862	0.4654	0.07245
1.5995	0.7332	0.4602	0.08338
1.6483	0.786	0.4563	0.09618
1.702	0.8449	0.4567	0.1108
1.7596	0.9103	0.4644	0.1273
1.8229	0.982	0.4862	0.1456
1.8933	1.06	0.5302	0.1658
1.9703	1.1442	0.5987	0.1874
2.0525	1.2345	0.6877	0.2099
2.1378	1.3311	0.7951	0.2334
2.2247	1.4342	0.9179	0.2582
2.3116	1.543	1.0457	0.2838
2.3997	1.6561	1.1648	0.3093
2.4894	1.7726	1.2762	0.3345
2.578	1.8917	1.3774	0.3594
2.6622	2.0127	1.4655	0.3849
2.7392	2.1341	1.5422	0.4103
2.8115	2.254	1.6089	0.4349
2.8812	2.3714	1.6704	0.4596
2.9454	2.4852	1.7203	0.4857
3.003	2.5938	1.7509	0.5122
3.0533	2.6963	1.7616	0.5396
3.0993	2.7919	1.7636	0.5684
3.1392	2.8795	1.7439	0.5979
3.1693	2.9584	1.6975	0.6267
3.1891	3.0286	1.6256	0.6542
3.2009	3.0899	1.5329	0.6805
3.2066	3.1424	1.427	0.7048
3.2069	3.186	1.3232	0.7265
3.2032	3.2221	1.2291	0.7454
3.1944	3.2508	1.1402	0.7611
3.1795	3.2725	1.0537	0.7731
3.1617	3.2882	0.9754	0.7811
3.1403	3.2988	0.9056	0.785
3.1139	3.3049	0.838	0.7851
3.0844	3.3072	0.7733	0.7824
3.052	3.3067	0.7112	0.7767
3.0163	3.3038	0.6492	0.7674
2.9764	3.2992	0.5898	0.7557
2.9326	3.2935	0.5315	0.7412
2.8824	3.2867	0.4726	0.7243
2.8266	3.279	0.418	0.7059
2.7697	3.271	0.3709	0.6864
2.7127	3.2622	0.3306	0.6663
2.6532	3.2527	0.2985	0.6454
2.5933	3.2421	0.2759	0.6242
2.5347	3.2305	0.2609	0.6026
2.475	3.2178	0.2526	0.5813
2.4137	3.2041	0.2497	0.5606
2.3518	3.1888	0.2497	0.5401
2.2899	3.172	0.2509	0.5195
